[3,Pagos,218,3]
[1,Consultas,41,0]
[1,Consultas,43,0]
[1,Consultas,15,0]
[1,Consultas,9,0]
[1,Consultas,11,0]
[1,Consultas,26,1]
[1,Consultas,40,0]
[1,Consultas,10,1]
[1,Consultas,12,1]
[1,Consultas,11,0]
[1,Consultas,13,1]
[1,Consultas,11,1]
[1,Consultas,9,1]
[1,Consultas,11,0]
[1,Consultas,12,0]
[1,Consultas,8,1]
[1,Consultas,12,0]
[1,Consultas,9,0]
[1,Consultas,11,0]
[1,Consultas,10,0]
[1,Consultas,12,0]
[1,Consultas,10,0]
[1,Consultas,15,1]
[1,Consultas,11,0]
[1,Consultas,10,1]
[1,Consultas,9,0]
[1,Consultas,11,0]
[1,Consultas,9,0]
[1,Consultas,10,1]
[1,Consultas,9,0]
[1,Consultas,9,0]
[1,Consultas,9,1]
[1,Consultas,12,0]
[1,Consultas,10,1]
[1,Consultas,11,0]
[1,Consultas,22,0]
[1,Consultas,10,1]
[1,Consultas,37,0]
[1,Consultas,9,0]
[1,Consultas,9,1]
[1,Consultas,11,0]
[1,Consultas,9,1]
[1,Consultas,9,0]
[1,Consultas,10,0]
[1,Consultas,26,1]
[1,Consultas,45,1]
[1,Consultas,9,1]
[1,Consultas,9,1]
[1,Consultas,8,0]
[1,Consultas,11,1]
[1,Consultas,13,0]
[1,Consultas,10,0]
[1,Consultas,14,0]
[1,Consultas,11,0]
[1,Consultas,12,0]
[1,Consultas,9,0]
[1,Consultas,8,0]
[1,Consultas,12,0]
[1,Consultas,12,1]
[1,Consultas,11,1]
[1,Consultas,10,0]
[1,Consultas,10,1]
[1,Consultas,25,1]
[1,Consultas,44,0]
[1,Consultas,9,0]
[1,Consultas,10,1]
[1,Consultas,11,1]
[1,Consultas,12,0]
[1,Consultas,10,1]
[1,Consultas,10,1]
[1,Consultas,12,1]
[1,Consultas,13,1]
[1,Consultas,16,0]
[1,Consultas,12,0]
[1,Consultas,9,5]
[2,Consultas,14,1]
[2,Consultas,99,0]
[2,Consultas,201,0]
[2,Consultas,108,0]
[2,Consultas,12,1]
[2,Consultas,14,0]
[2,Consultas,11,1]
[2,Consultas,12,0]
[2,Consultas,12,1]
[2,Consultas,24,0]
[2,Consultas,43,1]
[2,Consultas,16,0]
[2,Consultas,11,0]
[2,Consultas,15,1]
[2,Consultas,11,1]
[2,Consultas,12,0]
[2,Consultas,11,1]
[2,Consultas,10,0]
[2,Consultas,13,0]
[2,Consultas,11,0]
[2,Consultas,19,0]
[2,Consultas,14,1]
[2,Consultas,30,0]
[2,Consultas,16,1]
[2,Consultas,11,1]
[2,Consultas,10,1]
[2,Consultas,14,0]
[2,Consultas,10,0]
[2,Consultas,12,1]
[2,Consultas,13,1]
[2,Consultas,11,0]
[2,Consultas,13,0]
[2,Consultas,10,1]
[2,Consultas,10,1]
[2,Consultas,34,0]
[2,Consultas,11,0]
[2,Consultas,12,0]
[2,Consultas,10,1]
[2,Consultas,11,1]
[2,Consultas,9,1]
[2,Consultas,11,1]
[2,Consultas,15,4]
[2,Consultas,12,4]
[2,Consultas,10,1]
[2,Consultas,11,0]
[2,Consultas,10,0]
[2,Consultas,10,0]
[2,Consultas,9,1]
[2,Consultas,11,1]
[2,Consultas,21,1]
[2,Consultas,37,0]
[2,Consultas,15,1]
[2,Consultas,11,0]
[2,Consultas,14,0]
[2,Consultas,11,0]
[2,Consultas,9,0]
[2,Consultas,12,1]
[2,Consultas,13,0]
[2,Consultas,11,0]
[2,Consultas,14,0]
[2,Consultas,8,0]
[2,Consultas,9,1]
[2,Consultas,24,1]
[2,Consultas,40,0]
[2,Consultas,11,15]
[2,Consultas,12,1]
[2,Consultas,39,0]
[2,Consultas,56,1]
[2,Consultas,55,1]
[2,Consultas,10,1]
[2,Consultas,11,1]
[2,Consultas,11,1]
[2,Consultas,12,1]
[2,Consultas,14,0]
[2,Consultas,14,0]
[2,Consultas,12,0]
[2,Consultas,14,1]
[2,Consultas,12,0]
[2,Consultas,13,1]
[2,Consultas,14,0]
[2,Consultas,10,0]
[2,Consultas,12,0]
[2,Consultas,24,0]
[2,Consultas,38,1]
[2,Consultas,13,0]
[2,Consultas,15,0]
[2,Consultas,12,0]
[2,Consultas,13,0]
[2,Consultas,16,1]
[2,Consultas,14,1]
[2,Consultas,11,1]
[2,Consultas,9,1]
[2,Consultas,11,0]
[2,Consultas,10,0]
[2,Consultas,9,0]
[2,Consultas,11,1]
[2,Consultas,10,0]
[2,Consultas,11,0]
[2,Consultas,11,1]
[2,Consultas,12,1]
[2,Consultas,21,0]
[2,Consultas,36,0]
[2,Consultas,10,0]
[2,Consultas,9,0]
[2,Consultas,11,1]
[2,Consultas,13,1]
[2,Consultas,12,1]
[2,Consultas,9,0]
[2,Consultas,13,0]
[2,Consultas,10,0]
[2,Consultas,9,0]
[2,Consultas,45,1]
[2,Consultas,32,1]
[2,Consultas,100,0]
[2,Consultas,13,1]
[2,Consultas,13,0]
[2,Consultas,13,0]
[2,Consultas,10,0]
[2,Consultas,9,1]
[2,Consultas,9,1]
[2,Consultas,13,0]
[2,Consultas,13,1]
[2,Consultas,10,0]
[2,Consultas,10,1]
[2,Consultas,10,0]
[2,Consultas,20,1]
[2,Consultas,35,1]
[2,Consultas,9,0]
[2,Consultas,10,0]
[2,Consultas,11,1]
[2,Consultas,9,0]
[2,Consultas,10,0]
[2,Consultas,9,0]
[2,Consultas,9,1]
[2,Consultas,11,0]
[2,Consultas,13,1]
[2,Consultas,10,1]
[2,Consultas,8,0]
[2,Consultas,10,1]
[2,Consultas,9,1]
[2,Consultas,10,0]
[2,Consultas,10,0]
[2,Consultas,11,1]
[2,Consultas,10,0]
[2,Consultas,9,0]
[2,Consultas,10,1]
[2,Consultas,9,1]
[2,Consultas,10,1]
[2,Consultas,11,0]
[2,Consultas,15,0]
[2,Consultas,14,1]
[2,Consultas,25,0]
[2,Consultas,10,1]
[2,Consultas,11,0]
[2,Consultas,10,0]
[2,Consultas,10,0]
[2,Consultas,9,0]
[2,Consultas,10,0]
[2,Consultas,11,0]
[2,Consultas,11,0]
[2,Consultas,10,0]
[2,Consultas,9,0]
[2,Consultas,12,0]
[2,Consultas,13,1]
[2,Consultas,9,0]
[2,Consultas,15,0]
[2,Consultas,10,0]
[2,Consultas,10,1]
[2,Consultas,10,0]
[2,Consultas,12,0]
[2,Consultas,9,1]
[2,Consultas,10,0]
[2,Consultas,10,1]
[2,Consultas,12,1]
